codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,escalas,clase
547606,paceru@viajes.cl,83199,Valladolid,Córdoba,76,768,112000,"Frontier Airlines",{},"Clase económica"
547610,Estervalverde@viajes.cl,30148,Córdoba,"Talavera de la Reina",67,747,116000,Aeroméxico,{Benalmádena},"Clase económica"
547618,elpOeba@viajes.cl,83788,Zaragoza,Paterna,38,3169,249000,Emirates,"{Segovia,""Pozuelo de Alarcón"",Ávila,""Hospitalet de LLobregat""}","Primera clase"
547653,crgapo@viajes.cl,42426,ferrol#,Ceuta,40,1281,103000,"American Airlines","{""Alcalá de Guadaira""}","Clase económica"
547695,lobeal@viajes.ceele,65159,"castellón de la plana#","Talavera de la Reina",94,2198,261000,"Air France","{""El Prat de LLobregat""}","Primera clase"
547753,ester8178@viajes.cl,82878,Santander,"CORNELLá DE LLOBREGAT!!!",91,568,153000,"All Nippon Airways (ANA)",{},"Clase ejecutiva"
547756,esteban4110@viajes.cl,17770,"Cornellá de Llobregat","Jerez de la Frontera",98,4122,228000,"British Airways","{Motril,""Torrejón de Ardoz"",Manresa,""Mollet del Vallés""}","Primera clase"
547760,MarOAaortiz@viajes.cl,18502,"Jerez de la Frontera",Cáceres,32,2027,171000,Ryanair,{},"Clase ejecutiva"
547761,caridad4101@viajes.ceele,98798,Ávila#,"EL EJIDO!!!",75,2895,220000,KLM,"{""Molina de Segura""}","Clase ejecutiva"
547762,mariana7516@viajes.cl,2393,"El Ejido",Arrecife,27,3053,246000,Vueling,{Valencia},"Primera clase"
547764,paamri@viajes.ceele,18838,Arrecife,"Santa Cruz de Tenerife",19,345,108000,"Turkish Airlines",{},"Clase económica"
547810,Susanaarmijo@viajes.cl,44279,"Talavera de la Reina",Tarrasa,87,3007,318000,Vueling,"{Lugo,Arrecife,Viladecans}","Primera clase"
547811,rosario4305@viajes.cl,21965,Tarrasa,León,42,2682,239000,"Japan Airlines",{},"Primera clase"
547823,stfealnOe@viajes.cl,61098,"Santa Cruz de Tenerife",Inca,100,3996,406000,"Ethiopian Airlines","{Gandía,Mijas}","Primera clase"
547824,vicente6381@viajes.cl,7966,Inca,Logroño,29,215,16000,KLM,{},"Clase económica"
547832,MOInicaledesma@viajes.cl,42183,Burgos,Getafe,6,2454,254000,Avianca,"{Valladolid,Torremolinos}","Clase ejecutiva"
547833,vicente8050@viajes.cl,3989,Getafe,"Santa Coloma de Gramanet",38,3689,304000,"Etihad Airways","{""San Sebastián"",""San Sebastián""}","Primera clase"
547843,clemente4257@viajes.cl,20685,Ceuta,Sevilla,83,3026,329000,"All Nippon Airways (ANA)",{Motril},"Primera clase"
547846,sr.9069@viajes.ceele,74345,Sevilla,JAéN!!!,74,3080,190000,"Wizz Air","{""Cornellá de Llobregat"",Lérida,""Jerez de la Frontera"",Lérida}","Clase ejecutiva"
547848,mafeon@viajes.ceele,57791,Jaén,ALICANTE!!!,29,2543,264000,Qantas,{},"Primera clase"
547853,IgnaciorendOIn@viajes.cl,54165,Viladecans,Ferrol,99,169,120000,"Southwest Airlines",{},"Clase ejecutiva"
547854,stmaprsa@viajes.cl,67985,Ferrol,"San Sebastián",12,1882,71000,"Alaska Airlines",{},"Clase económica"
547858,mitoca@viajes.cl,5464,"San Sebastián",Torrelavega,98,900,83000,JetBlue,{},"Clase económica"
547883,stsavepa@viajes.cl,5106,"San Fernando","Santa Cruz de Tenerife",15,1161,45000,WestJet,{},"Clase económica"
547884,Alfonsotrujillo@viajes.cl,22772,"Santa Cruz de Tenerife",Alcoy,87,3441,151000,Qantas,{Mataró},"Primera clase"
547885,claudio5918@viajes.cl,6789,Cuenta,Cartagena,56,2672,183000,JetBlue,"{""Collado Villalba"",""Jerez de la Frontera"",Granada}","Clase ejecutiva"
547889,joluamma@viajes.cl,87602,Cartagena,Tarrasa,83,2534,280000,Vueling,"{Zamora,""Cerdañola del Vallés"",Bilbao}","Clase ejecutiva"
547898,gerardo9129@viajes.cl,46619,Motril,Oviedo,74,224,23000,"Ethiopian Airlines",{},"Clase ejecutiva"
547905,cOosar2050@viajes.cl,19092,Motril,Vigo,18,3023,174000,"American Airlines","{""Cerdañola del Vallés"",Elche,Paterna,Bilbao}","Clase ejecutiva"
547906,FernandomejOAa@viajes.cl,84663,Vigo,"Castellón de la Plana",11,4196,273000,"British Airways","{Viladecans,Coslada,Sevilla,""Chiclana de la Frontera""}","Primera clase"
547911,stclsimo@viajes.cl,86912,"El Puerto de Santa María",Paterna,45,605,19000,EasyJet,{},"Clase económica"
547943,rocio5151@viajes.cl,73238,Salamanca,Torrevieja,22,2688,288000,JetBlue,"{Cartagena,""Santa Lucía de Tirajana"",Lérida}","Primera clase"
547957,rosalia3675@viajes.ceele,73538,Guadalajara,"Las Palmas de Gran Canaria",4,2526,279000,"LATAM Airlines","{Pamplona,Marbella,""Hospitalet de LLobregat""}","Clase ejecutiva"
547991,clemente8946@viajes.cl,81235,Alcoy,Mataró,9,3900,266000,"Air New Zealand","{Sagunto,Lugo,Pontevedra}","Primera clase"
548014,Sr.pichardo@viajes.cl,55075,Torrelavega,Murcia,27,1252,87000,Lufthansa,{},"Clase económica"
548015,sra.2025@viajes.cl,94147,Murcia,"Cornellá de Llobregat",36,1670,125000,Vueling,{Benalmádena},"Clase ejecutiva"
548016,sodega@viajes.cl,8152,"Cornellá de Llobregat","Las Palmas de Gran Canaria",64,477,154000,Aeroméxico,{},"Clase económica"
548027,cecilia7335@viajes.cl,36732,Madrid,"Cornellá de Llobregat",12,936,83000,KLM,{},"Clase económica"
548032,Carlaanguiano@viajes.cl,88113,benalmádena#,"LA LíNEA DE LA CONCEPCIóN!!!",20,3194,144000,Aeroméxico,"{Reus,Vitoria,Almería,""Roquetas de Mar""}","Clase ejecutiva"
548036,ana997@viajes.cl,31234,valladolid#,Alcoy,86,1628,126000,"Air France","{Málaga,Barcelona}","Clase ejecutiva"
548078,jorool@viajes.cl,76187,Tarragona,Santander,72,2164,288000,"American Airlines",{},"Primera clase"
548102,rosa172@viajes.cl,63604,Zaragoza,Benalmádena,56,2644,280000,"British Airways",{},"Primera clase"
548111,srjeamga@viajes.cl,5734,vigo#,Majadahonda,24,3096,358000,"Alaska Airlines","{""Cerdañola del Vallés"",""Alcalá de Henares""}","Clase ejecutiva"
548215,amalia5780@viajes.cl,26000,gecho#,Barcelona,80,4069,200000,Emirates,"{Lérida,""San Cristróbal de la Laguna""}","Primera clase"
548282,sta.6769@viajes.cl,34354,Granada,Elche,43,523,101000,Vueling,{},"Clase económica"
548285,sr.3249@viajes.cl,51977,"Dos Hermanas",Granollers,86,2985,330000,"United Airlines","{Majadahonda,Sagunto}","Clase ejecutiva"
548368,stalgamo@viajes.cl,67149,"el prat de llobregat#",Pontevedra,31,2933,327000,"Etihad Airways","{Madrid,Zaragoza,Jaén}","Primera clase"
548376,macori@viajes.cl,225,Pontevedra,Granada,4,661,187000,"Qatar Airways",{},"Clase económica"
548384,Carlaanguiano@viajes.cl,58169,Granada,"Roquetas de Mar",47,1361,117000,"United Airlines",{},"Clase económica"
548395,sra.8658@viajes.cl,38539,Gerona,OVIEDO!!!,32,1450,57000,"Ethiopian Airlines","{Segovia,Málaga}","Clase económica"
548396,locobr@viajes.cl,79736,Oviedo,Elche,93,3771,260000,"Copa Airlines","{Lugo,""Santiago de Compostela"",Vitoria,""La Coruña""}","Primera clase"
548400,mapame@viajes.cl,27025,"Alcalá de Henares","Santa Lucía de Tirajana",97,1962,174000,"Air France","{Cáceres,""Santa Cruz de Tenerife""}","Clase ejecutiva"
548402,EsperanzaalcOentar@viajes.cl,94999,Pontevedra,Vigo,65,850,46000,EasyJet,{Badajoz},"Clase económica"
548424,stmiOenalOeg@viajes.cl,62674,Málaga,Fuengirola,87,683,88000,"Qatar Airways",{},"Clase económica"
548429,sra.7947@viajes.cl,64022,Fuengirola,Coslada,73,1674,75000,"Frontier Airlines",{Elche},"Clase económica"
548505,ArturochavarrOAa@viajes.cl,29820,Tarragona,Valladolid,41,1519,173000,"All Nippon Airways (ANA)","{Salamanca,""San Fernando""}","Clase ejecutiva"
548506,inOos8807@viajes.cl,23828,"San Cristróbal de la Laguna",Gerona,91,2397,163000,Aeroméxico,"{Badajoz,""San Sebastián"",Oviedo}","Primera clase"
548509,sarome@viajes.cl,59760,Gerona,"POZUELO DE ALARCóN!!!",10,948,48000,WestJet,{Lérida},"Clase económica"
548531,Isabellaboy@viajes.cl,71766,"Castellón de la Plana",Orense,58,2262,248000,"Etihad Airways","{Cartagena,Majadahonda,Cuenta}","Primera clase"
548532,andrOos1126@viajes.cl,52385,Orense,Mijas,59,3605,169000,Ryanair,"{Almería,""Santa Cruz de Tenerife"",""La Línea de la Concepción"",Getafe}","Primera clase"
548536,Catalinaozuna@viajes.cl,56988,"Talavera de la Reina",Cartagena,32,3339,369000,"Air France","{Majadahonda,Leganés}","Primera clase"
548537,concepciOIn1475@viajes.cl,22611,Badajoz,"Santiago de Compostela",64,2435,250000,"Japan Airlines","{Torremolinos,""El Ejido"",""Santa Coloma de Gramanet""}","Primera clase"
548543,Sr.medina@viajes.cl,44055,"Santiago de Compostela",Vigo,27,4186,152000,"Air France","{Segovia,""Santa Coloma de Gramanet"",Palencia,Valdemoro,Rubí}","Primera clase"
548544,Liliafeliciano@viajes.cl,27869,Baracaldo,Vigo,28,785,73000,"Alaska Airlines",{Torremolinos},"Clase económica"
548546,Oliviamurillo@viajes.cl,51308,Vigo,GIJóN!!!,92,3096,214000,"Delta Air Lines",{Coslada},"Clase ejecutiva"
548547,clpeza@viajes.cl,81313,Móstoles,Cáceres,6,1086,70000,Iberia,{},"Clase económica"
548554,paamri@viajes.cl,4168,Cáceres,"Santa Cruz de Tenerife",21,893,102000,WestJet,{Marbella},"Clase económica"
548571,marcela9572@viajes.cl,94424,Tarrasa,Badajoz,21,4276,239000,"LATAM Airlines","{Getafe,Ávila,Mataró,Baracaldo,""San Sebastián""}","Primera clase"
548607,EsperanzagonzOelez@viajes.cl,38235,Córdoba,MATARó!!!,54,3332,230000,"Frontier Airlines","{Torrevieja,""Alcalá de Henares""}","Primera clase"
548615,roraho@viajes.cl,23326,Mataró,Valladolid,79,3842,206000,Emirates,"{Lorca,Valladolid,""Santa Lucía de Tirajana""}","Primera clase"
548619,majosade@viajes.ceele,39075,valladolid#,Ávila,93,2813,131000,"Turkish Airlines","{""Alcalá de Guadaira"",""Ciudad Real""}","Primera clase"
548655,jopoju@viajes.cl,58914,Lérida,Baracaldo,95,1383,49000,"Southwest Airlines",{},"Clase económica"
548657,Sr.varela@viajes.cl,55141,Baracaldo,"Las Palmas de Gran Canaria",76,3695,419000,Vueling,"{Marbella,Toledo,Logroño,Alcobendas}","Primera clase"
548664,raarmo@viajes.cl,67107,Alcobendas,Gandía,53,3886,164000,"Turkish Airlines","{Palencia,Pontevedra,Elche,Ávila}","Primera clase"
548670,Danielcarrero@viajes.cl,72836,Gandía,Irún,33,2440,243000,Qantas,"{Elche,Telde,Mérida}","Clase ejecutiva"
548677,juana7952@viajes.cl,14693,"Cerdañola del Vallés","Chiclana de la Frontera",97,783,36000,KLM,{Avilés},"Clase económica"
548678,Lourdeszamora@viajes.cl,45447,"Chiclana de la Frontera","Mollet del Vallés",27,1154,33000,"Copa Airlines",{},"Clase económica"
548703,josOo7758@viajes.cl,54404,León,Estepona,6,3289,298000,"Qatar Airways","{""San Sebastían de los Reyes"",Murcia}","Primera clase"
548735,blanca9473@viajes.cl,7347,Bilbao,Badalona,68,3039,214000,"Qatar Airways","{Cáceres,Oviedo,Valencia}","Clase ejecutiva"
548738,susana5166@viajes.cl,30169,Badalona,Vigo,42,3229,226000,"Wizz Air","{Inca,Manresa,""San Sebastián"",""Santiago de Compostela""}","Primera clase"
548745,miOencagu@viajes.cl,45093,Vigo,Linares,16,1860,162000,"Alaska Airlines","{""Cornellá de Llobregat"",Baracaldo}","Clase ejecutiva"
548775,Guillerminaserrano@viajes.cl,44902,"Molina de Segura","Palma de Mallorca",80,3793,419000,Aeroméxico,"{Inca,Irún}","Primera clase"
548776,vOActor8064@viajes.cl,28425,"Palma de Mallorca",Badalona,36,644,75000,Avianca,{},"Clase económica"
548872,anabul@viajes.cl,37002,"Talavera de la Reina",Inca,17,2660,114000,Emirates,"{Baracaldo,""Castellón de la Plana""}","Clase ejecutiva"
548889,jesOUs8001@viajes.cl,40723,Elche,"MOLINA DE SEGURA!!!",28,1743,90000,Qantas,{},"Clase económica"
548911,stOIsjuga@viajes.ceele,37371,rubí#,Valdemoro,26,3627,334000,"Air Canada","{Parla,Sagunto}","Primera clase"
548941,manuel7041@viajes.cl,2710,Bilbao,"Pozuelo de Alarcón",25,4237,497000,Iberia,"{""San Sebastián"",Alcoy,Albacete,Coslada,Irún}","Primera clase"
548946,Sta.puga@viajes.cl,5200,"Pozuelo de Alarcón",Mérida,49,2496,286000,"Air France",{},"Clase ejecutiva"
548969,Claudiohurtado@viajes.cl,17021,Toledo,Sevilla,100,3909,193000,"Japan Airlines","{Badajoz,""Palma de Mallorca""}","Primera clase"
548970,Sta.ruiz@viajes.cl,40956,Sevilla,Zaragoza,84,3174,231000,Vueling,"{""Collado Villalba"",León,Tarrasa}","Primera clase"
548989,Rosaliabaeza@viajes.ceele,62207,Cuenta,"San Sebastián",93,3145,358000,"British Airways","{Linares,Estepona}","Primera clase"
549032,Ricardogaribay@viajes.ceele,98003,x,Barcelona,12,2416,151000,"Frontier Airlines","{Ferrol,Sevilla,""Santa Coloma de Gramanet""}","Primera clase"
549040,Patriciobahena@viajes.cl,33783,"Alcalá de Henares",Alcorcón,45,1851,141000,"Ethiopian Airlines",{},"Clase ejecutiva"
549046,rebeca1767@viajes.cl,21197,Alcorcón,Pontevedra,40,3777,202000,Ryanair,"{Jaén,Benalmádena}","Primera clase"
549049,carolina8473@viajes.cl,11166,Pontevedra,Puertollano,75,3783,222000,"All Nippon Airways (ANA)","{Torrelavega,Gijón,Torrevieja}","Primera clase"
549061,beatriz9644@viajes.cl,63586,"Santa Lucía de Tirajana",Toledo,39,2592,232000,"Frontier Airlines",{},"Primera clase"
549063,srelpopa@viajes.cl,70046,Córdoba,CEUTA!!!,34,1521,98000,WestJet,{},"Clase ejecutiva"
549103,Mateopelayo@viajes.cl,60323,"Roquetas de Mar","Las Palmas de Gran Canaria",27,2195,242000,"Alaska Airlines","{Irún,""El Ejido"",Rivas-Vaciamadrid}","Clase ejecutiva"
549104,graciela2640@viajes.cl,73168,"Las Palmas de Gran Canaria",Sagunto,35,958,114000,Aeroméxico,{Segovia},"Clase económica"
549105,algaar@viajes.cl,72624,Benalmádena,Granada,75,2074,87000,"Air Canada",{Alcobendas},"Clase ejecutiva"
549139,guadalupe9640@viajes.cl,12240,Majadahonda,"Molina de Segura",91,1978,62000,"Turkish Airlines","{Tarrasa,Algeciras}","Clase ejecutiva"
549140,stgrchli@viajes.cl,45367,"Molina de Segura",Benidorm,49,2997,207000,"Copa Airlines","{Ferrol,Lérida,Marbella,""Hospitalet de LLobregat""}","Primera clase"
549144,amalia9799@viajes.cl,34330,Benidorm,Bilbao,1,2855,219000,Iberia,{},"Primera clase"
549156,Marianobarrientos@viajes.cl,36930,Alicante,Ávila,58,4164,463000,Emirates,"{Madrid,Palencia,""Sanlúcar de Barrameda"",Estepona}","Primera clase"
549189,berta4789@viajes.ceele,68096,"el ejido#","ALCALá DE GUADAIRA!!!",98,3656,474000,"Air New Zealand","{Móstoles,Alicante,Parla,""Santa Lucía de Tirajana""}","Primera clase"
549216,JosOoolivOerez@viajes.cl,78188,Tarragona,"Torrejón de Ardoz",73,2369,87000,EasyJet,{},"Clase ejecutiva"
549220,yolanda8879@viajes.cl,70044,Mijas,Torremolinos,29,4118,236000,"Turkish Airlines","{Bilbao,""Palma de Mallorca"",Vitoria,""Pozuelo de Alarcón"",Cádiz}","Primera clase"
549239,Samuelarenas@viajes.cl,24752,Lugo,Algeciras,90,256,22000,KLM,{},"Clase ejecutiva"
549246,gualor@viajes.cl,39330,Algeciras,"La Coruña",5,2019,189000,"Air Canada",{Huelva},"Clase ejecutiva"
549316,lozaco@viajes.cl,79265,Gandía,"Palma de Mallorca",48,279,145000,"Ethiopian Airlines",{},"Clase ejecutiva"
549332,maespu@viajes.cl,46852,"Castellón de la Plana",Fuenlabrada,10,2352,245000,"Alaska Airlines","{Elda,Gecho}","Clase ejecutiva"
549339,nimara@viajes.cl,43990,Fuenlabrada,Segovia,87,1517,175000,Qantas,"{""Las Palmas de Gran Canaria""}","Clase ejecutiva"
549404,Luzbernal@viajes.cl,75809,Oviedo,"Santa Lucía de Tirajana",9,4177,449000,WestJet,"{""Torrejón de Ardoz"",Burgos,Granada,""San Sebastián"",Bilbao}","Primera clase"
549412,inOos9109@viajes.cl,90514,"San Fernando","Roquetas de Mar",12,2500,270000,"Etihad Airways","{Baracaldo,Leganés}","Primera clase"
549415,joropi@viajes.cl,99263,"Roquetas de Mar",Pontevedra,82,977,134000,JetBlue,{Gijón},"Clase económica"
549437,ElisajimOAnez@viajes.cl,7872,Puertollano,Gecho,26,2071,93000,Qantas,{Burgos},"Clase económica"
549448,sr.8176@viajes.ceele,92416,gerona#,Ceuta,8,326,115000,Emirates,{},"Clase económica"
549460,miguel7612@viajes.cl,46373,Almería,Ferrol,4,3775,175000,Ryanair,"{""Alcalá de Henares"",Madrid,Burgos}","Primera clase"
549463,pablo2608@viajes.ceele,1996,ferrol#,Tarrasa,65,2483,281000,Qantas,{},"Primera clase"
549471,algaag@viajes.ceele,58349,"Santiago de Compostela",Getafe,81,1392,46000,"British Airways",{},"Clase económica"
549473,lilia4046@viajes.cl,39859,Getafe,Tarrasa,48,1092,107000,Qantas,{Valladolid},"Clase económica"
549521,Patriciosisneros@viajes.cl,34788,"Las Palmas de Gran Canaria",Puertollano,17,3520,351000,"Wizz Air",{Badajoz},"Clase ejecutiva"
549529,stmaprsa@viajes.cl,30430,Puertollano,Orense,46,2351,240000,Emirates,"{Paterna,Segovia,Logroño}","Clase ejecutiva"
549530,Antoniocovarrubias@viajes.cl,64157,Huelva,"Jerez de la Frontera",49,4000,187000,Aeroméxico,"{""Castellón de la Plana"",Irún,Mérida,Valdemoro}","Primera clase"
549542,dapome@viajes.cl,77103,Valladolid,Mataró,10,1583,86000,"All Nippon Airways (ANA)",{Cádiz},"Clase económica"
549551,hodeag@viajes.cl,68002,"Pozuelo de Alarcón",Alcobendas,66,2861,252000,"Singapore Airlines","{Gandía,Puertollano,""La Línea de la Concepción""}","Primera clase"
549555,stcoarpr@viajes.cl,53196,Alcobendas,Oviedo,41,3534,257000,Vueling,"{""Jerez de la Frontera"",Vitoria,""Mollet del Vallés"",""Santa Coloma de Gramanet""}","Primera clase"
549556,Anamireles@viajes.cl,39879,Albacete,Coslada,46,2458,163000,"Spirit Airlines",{},"Primera clase"
549557,berta4644@viajes.cl,86193,Coslada,Calahorra,61,762,113000,"Wizz Air",{},"Clase económica"
549563,ansete@viajes.cl,3526,Calahorra,Orense,85,1126,85000,"Alaska Airlines",{},"Clase económica"
549595,rosalia2341@viajes.cl,51506,arrecife#,TARRASA!!!,18,4184,430000,"Air New Zealand","{Majadahonda,Gandía,Getafe,Madrid,Linares}","Primera clase"
549596,majoroyb@viajes.cl,9833,Tarrasa,Bilbao,43,548,16000,"LATAM Airlines",{},"Clase ejecutiva"
549602,miguel7612@viajes.cl,2901,bilbao#,"El Puerto de Santa María",91,2409,285000,"Air France","{Valladolid,Almería}","Clase ejecutiva"
549608,miOencagu@viajes.cl,3392,Torrelavega,Lugo,32,810,74000,EasyJet,{},"Clase económica"
549615,manebr@viajes.cl,25062,Gerona,Avilés,61,4291,236000,KLM,"{Alcorcón,Torrevieja,Zamora,""San Sebastián"",Palencia}","Primera clase"
549634,AndrOosdelao@viajes.cl,70409,"Collado Villalba","Chiclana de la Frontera",61,664,47000,"Turkish Airlines",{},"Clase ejecutiva"
549672,srOIssave@viajes.cl,50696,"Santa Coloma de Gramanet",Sagunto,83,3407,106000,"Air Canada","{Gijón,""Las Palmas de Gran Canaria""}","Clase ejecutiva"
549673,jaime2469@viajes.cl,15158,Sagunto,"LA CORUñA!!!",17,2926,305000,Lufthansa,"{Santander,Almería,Baracaldo,""El Prat de LLobregat""}","Primera clase"
549680,razaji@viajes.ceele,45155,"La Coruña",Badajoz,84,1238,62000,"Turkish Airlines",{},"Clase económica"
549707,masavi@viajes.cl,91787,Tarrasa,Córdoba,22,4141,164000,JetBlue,"{Calahorra,Sagunto}","Primera clase"
549715,sancho9795@viajes.cl,81783,Málaga,Alcobendas,12,2164,243000,"Frontier Airlines",{},"Clase ejecutiva"
549719,srlemaci@viajes.cl,10846,Alcobendas,Salamanca,99,2419,156000,"Wizz Air","{Lorca,Elda}","Primera clase"
549720,clgoco@viajes.cl,76232,Salamanca,"Talavera de la Reina",48,911,61000,"All Nippon Airways (ANA)",{Cuenta},"Clase económica"
549781,Sr.cabrera@viajes.cl,22837,Palencia,FUENGIROLA!!!,87,3192,143000,"United Airlines","{Oviedo,Alcoy,""Santa Coloma de Gramanet""}","Clase ejecutiva"
549846,crgapo@viajes.cl,41809,"Chiclana de la Frontera",Gijón,84,2877,91000,"Spirit Airlines","{Puertollano,""Mollet del Vallés"",Rivas-Vaciamadrid}","Clase ejecutiva"
549847,sr.7273@viajes.cl,92080,Gijón,Arrecife,65,2761,236000,"Ethiopian Airlines","{Sabadell,Lorca}","Clase ejecutiva"
549867,elena8997@viajes.cl,85834,Linares,Ávila,70,3020,130000,"All Nippon Airways (ANA)","{Valladolid,Granada}","Primera clase"
549869,Sr.sepOUlveda@viajes.cl,46101,Manresa,Linares,5,981,37000,Emirates,{Elda},"Clase económica"
549870,clara3426@viajes.cl,40258,Linares,Torrelavega,39,3430,218000,"Qatar Airways","{Alcobendas,Gijón,Alicante,Alcobendas}","Primera clase"
549881,MiguelvOezquez@viajes.cl,86917,Algeciras,León,21,649,28000,Lufthansa,{},"Clase ejecutiva"
549882,sralsote@viajes.cl,14572,León,"Ciudad Real",65,294,136000,"All Nippon Airways (ANA)",{},"Clase ejecutiva"
549889,LolacintrOIn@viajes.ceele,59038,"castellón de la plana#",Valdemoro,35,2329,144000,"Alaska Airlines","{Huelva,""San Fernando""}","Clase ejecutiva"
549890,esteban5882@viajes.cl,22095,Inca,"Mollet del Vallés",79,3199,181000,Iberia,"{Granada,Guadalajara,""San Cristróbal de la Laguna""}","Primera clase"
549897,Franciscoalejandro@viajes.cl,21329,"Mollet del Vallés","San Cristróbal de la Laguna",58,4184,214000,"Japan Airlines","{Palencia,Zamora,Bilbao,Fuengirola}","Primera clase"
549901,RaqueldomOAnguez@viajes.cl,69184,"San Cristróbal de la Laguna",Sagunto,74,1815,79000,"Ethiopian Airlines",{},"Clase ejecutiva"
549912,sta.5460@viajes.cl,97880,Madrid,Badalona,23,1792,136000,"All Nippon Airways (ANA)",{Reus},"Clase ejecutiva"
549913,stmacama@viajes.cl,50550,badalona#,"San Cristróbal de la Laguna",30,2774,254000,"Japan Airlines","{""San Cristróbal de la Laguna"",Málaga,Lérida}","Clase ejecutiva"
549955,patricio6305@viajes.ceele,79470,"Ciudad Real",Gecho,8,3445,158000,Lufthansa,"{Cádiz,""Chiclana de la Frontera""}","Primera clase"
550032,gloria5117@viajes.cl,27913,"Santa Cruz de Tenerife","Mollet del Vallés",25,4184,439000,Vueling,"{Benalmádena,Cartagena,Zaragoza,Málaga}","Primera clase"
550039,OIsorba@viajes.cl,67816,"Mollet del Vallés",Badajoz,7,2831,140000,KLM,{},"Clase ejecutiva"
550065,jucatove@viajes.ceele,33124,Paterna,Jaén,79,1590,99000,Aeroméxico,"{Valladolid,Zaragoza}","Clase económica"
550066,Sta.quintana@viajes.cl,31973,Jaén,Benidorm,21,1572,197000,WestJet,"{""Dos Hermanas"",Logroño}","Clase ejecutiva"
550091,susana1494@viajes.cl,83215,Bilbao,"Alcalá de Guadaira",95,656,194000,"Frontier Airlines",{},"Clase económica"
550095,Ramirocarrasco@viajes.cl,52012,"Alcalá de Guadaira",Huelva,73,2512,225000,Iberia,"{Toledo,Elda}","Clase ejecutiva"
550096,stjepoba@viajes.cl,81241,Huelva,Sevilla,13,3461,331000,"Spirit Airlines",{Palencia},"Primera clase"
550104,sttimeca@viajes.ceele,13238,"Talavera de la Reina",Irún,40,268,35000,"LATAM Airlines",{},"Clase ejecutiva"
550106,Sr.cazares@viajes.ceele,32443,Irún,ARRECIFE!!!,17,3870,324000,Iberia,"{Huelva,Inca,Cáceres}","Primera clase"
550117,anlumuto@viajes.cl,94747,Inca,"Ciudad Real",79,2736,104000,JetBlue,{},"Primera clase"
550128,emjuca@viajes.cl,74379,Cádiz,Gijón,68,1061,60000,"Southwest Airlines",{},"Clase económica"
550129,Mariluceja@viajes.cl,79589,Gijón,Guadalajara,25,587,x,x,{},"Clase económica"
550130,jusata@viajes.cl,47364,Badajoz,Reus,52,314,196000,Aeroméxico,{},"Clase ejecutiva"
550164,frloll@viajes.cl,25431,Granollers,Oviedo,90,589,157000,"Air France",{},"Clase ejecutiva"
550170,rachgOI@viajes.cl,58160,Oviedo,Alcobendas,81,3045,107000,"Air New Zealand","{""Mollet del Vallés""}","Clase ejecutiva"
550183,japOean@viajes.cl,14338,"la línea de la concepción#",Alcobendas,68,1843,63000,Avianca,"{""Santiago de Compostela"",""El Prat de LLobregat""}","Clase económica"
550252,pedro1766@viajes.cl,92460,algeciras#,Cartagena,55,2551,95000,Lufthansa,{},"Clase ejecutiva"
550255,Sr.medina@viajes.cl,65583,Cartagena,Torrevieja,10,1706,196000,"Spirit Airlines","{""Collado Villalba""}","Clase ejecutiva"
550267,cajice@viajes.cl,74644,Lorca,Ferrol,17,815,50000,Iberia,{},"Clase económica"
550268,marian@viajes.cl,86530,Ferrol,"Santa Coloma de Gramanet",53,1435,87000,"Etihad Airways",{},"Clase económica"
550301,federico8633@viajes.cl,13574,Cáceres,Almería,52,3546,125000,"LATAM Airlines","{""Santa Lucía de Tirajana""}","Clase ejecutiva"
550304,gocere@viajes.cl,90226,Almería,"San Fernando",94,1344,112000,"Air Canada",{Coslada},"Clase económica"
550313,Sta.ponce@viajes.cl,46319,alcobendas#,"CERDAñOLA DEL VALLéS!!!",52,1551,72000,WestJet,"{Benidorm,Gecho}","Clase económica"
550315,Guadalupemontenegro@viajes.cl,17860,"Cerdañola del Vallés",Zaragoza,45,740,148000,"Air France",{Arrecife},"Clase económica"
550316,srclarca@viajes.cl,45336,Zaragoza,"Sanlúcar de Barrameda",77,2389,223000,"Copa Airlines",{},"Primera clase"
550359,Florenciaarias@viajes.cl,42585,"Pozuelo de Alarcón","Santa Lucía de Tirajana",36,941,65000,Avianca,{},"Clase económica"
550360,srdOobuma@viajes.cl,12546,"Santa Lucía de Tirajana",MAJADAHONDA!!!,86,1415,107000,"Delta Air Lines",{},"Clase económica"
550364,srjeamga@viajes.cl,81700,Majadahonda,BADAJOZ!!!,68,1564,192000,"Wizz Air",{Benalmádena},"Clase ejecutiva"
550404,sra.9207@viajes.cl,73514,"El Ejido",Telde,70,2918,357000,Iberia,"{Segovia,Linares,Tarrasa,Málaga}","Primera clase"
550412,JosOoalmanza@viajes.cl,57442,Toledo,"Santa Cruz de Tenerife",57,1432,47000,"Air New Zealand",{},"Clase económica"
550452,ansete@viajes.cl,86172,mérida#,Segovia,20,2734,274000,"Air Canada",{Alcobendas},"Clase ejecutiva"
550453,Catalinaozuna@viajes.cl,20375,Segovia,Oviedo,40,4268,236000,"United Airlines","{Viladecans,Mérida}","Primera clase"
550527,berta4789@viajes.cl,44008,Córdoba,Albacete,31,3064,147000,WestJet,"{Mataró,Toledo}","Primera clase"
