id_panorama,nombre,edad
91073,Teresa Contreras Rosas,72
91073,Irene Solorio Noriega,84
91073,Eva Valverde Duarte,89
91073,Rosario Caballero Melgar,-30
91073,Pablo Bravo Gollum,66
91074,Norma Urbina Urbina,-70
91074,Sra. Jacobo Balderas Cano,15
91074,,59
91074,Antonia Castellanos Tijerina,93
91074,Francisco Flores Cervántez,63
91075,Antonio Jasso Muñiz,29
91075,Sra. Ana María Escobedo Urrutia,49
91075,Samuel Delatorre Guardado,13
91075,Tomás Abeyta Bernal,88
91075,José Eduardo Covarrubias Camacho,
91076,Gabriela Marín Serna,34
91076,Sta. Anita Nazario Avilés,102
91076,Vicente Vázquez Iglesias,14
91076,Margarita Arenas Villagómez,8
91076,,35
91080,Rafael Godoy Medina,65
91083,Juan Carrillo Benavides,57
91084,,70
91085,Agustín Magaña Alvarez,25
91089,Sta. Alfredo Griego Montenegro,61
91089,Marisol Ávalos Ávila,-100
91089,Sr. Tomás Pedroza Gil,100
91089,Miguel Sarabia Mondragón,5
91089,Bernardo Mojica Mayorga,16
91089,Claudia Olvera Heredia,37
91089,,38
91089,Vicente Matos Menchaca,26
,Óscar Espino Tapia,23
91093,Isabel Robles Razo,55
91093,Sr. Claudio Villalpando Carrillo,3
91093,Mario Ramón Mares,69
91093,Sr. Débora Carvajal Mascareñas,54
91093,Lourdes Rojas Zarate,85
91093,Sta. Pedro Solano Jasso,26
91093,Catalina Velásquez Cantú,39
91093,Sra. Guillermina Mata Oquendo,71
91094,Sta. Roberto Muro Jurado,54
91094,Javier Mondragón Valle,78
91094,José María Dueñas Jaramillo,19
91094,Isabel Bétancourt Polanco,-57
91094,Bernardo Flores Verdugo,43
91094,Daniel Abrego Cardona,49
91094,Homero Orozco Guajardo,110
91094,Sr. Ana Cedillo Tirado,81
91097,Ester Frías Cerda,21
91097,Sr. Timoteo Ulloa Almonte,11
91097,José Luis Palomo Concepción,16
91097,Reina Villaseñor Villalobos,78
91097,Juan Carlos Gracia Amador,79
91097,Marcos Villanueva Enríquez,109
91097,Emilia Gollum Cadena,59
91097,Hernán Barrios Aparicio,14
91098,Sra. Ana María Moreno Segura,21
91098,Sr. Beatriz Mares Reyes,76
91098,Luz Armendáriz Esparza,89
91098,Mercedes Cabán Duran,-108
91098,María José Meraz Gil,83
91098,Antonia Tamez Orellana,68
91098,Emilia Soliz Marín,24
,Vicente Brito Escamilla,53
91099,Sr. Isabel Valverde Sandoval,18
91099,Leonor Echevarría Puga,38
91099,Isabela Bonilla Cotto,17
91099,Graciela Miramontes Ruiz,88
91099,Sara Barrientos Palomo,96
91099,Francisco Camacho Martínez,32
91099,Sr. Manuel Téllez Carrera,56
91099,Luis Miguel Quintero Olvera,77
91100,Nicolás Cardona Aranda,4
91100,Santiago Navarro Bahena,76
91100,Norma Cruz Aparicio,20
91100,Beatriz Marroquín Bustos,99
91100,Ernesto Mojica Franco,62
91100,Germán Franco Marín,46
91100,Sta. Carlos Luevano Aguayo,92
91100,Teresa Guardado Arias,93
91104,Adán Montez Serrato,
91114,Sta. Federico Cabán Noriega,69
91114,Rodrigo Flores Madrigal,12
91114,Concepción Domínguez Bravo,25
91114,Jacobo Delrío Delarosa,91
91114,Cristina Tejada Amaya,66
91114,José Emilio Arroyo Dávila,60
91115,Jaime Gonzales Dávila,48
91115,Alfonso Toledo Padilla,97
,Lucia Guerrero Ortega,15
91115,Pilar Noriega Bravo,7
91115,María Soledad Grijalva Samaniego,63
91115,Bernardo Jurado Collazo,85
91117,Sra. Horacio Collazo Cardona,20
91117,Ariadna Negrete Tafoya,73
91117,Guillermo Quiñónez Calvillo,30
91117,,11
91117,Norma Nieves Nieto,86
91117,Jorge Luis Gamez Archuleta,-61
91122,,-10
91122,Jerónimo Valladares Valentín,
91122,Sta. Isabela Irizarry Villarreal,54
91122,Roberto Barragán Henríquez,26
91122,Lola Bonilla Águilar,38
,,
91122,Ángela Casillas Ochoa,45
91122,Eduardo Esparza Vigil,53
91123,Daniel Rodríguez Pineda,
91123,Sra. Francisca Becerra Aguilera,8
91123,Julio César Romero Chávez,12
91123,Santiago Nevárez Cornejo,108
91123,,85
91123,José Emilio Quezada Batista,71
91123,Caridad Corona Colunga,16
91124,Bernardo Espinal Vargas,-82
91125,Sra. Roberto Huerta Duarte,72
91125,Juan Carlos Perea Cedillo,50
91125,Adán Manzanares Rivas,68
91125,Carla Gil Solís,95
91125,Octavio Tafoya Reynoso,35
91125,Sr. Francisco Mercado Valentín,5
91125,Cristobal Cantú Carrion,46
91126,,107
91126,Adela Tamayo Cisneros,-44
,Luz Cervántez Rivera,6
91132,Sr. María José Cedillo Garrido,-53
91133,Cristobal Quezada Collado,91
91133,Emilia Arce Dueñas,66
91133,Carlos Villalobos Valdivia,17
91133,Esteban Martínez Solís,52
91133,Sta. Ramona Toledo Hurtado,106
91133,Graciela Abeyta Lozano,90
91133,Sta. Elisa Zepeda Burgos,90
91136,Mateo Mireles Colunga,
91137,,61
,Raquel Arteaga Ortiz,46
91142,Sta. María José Madrid Páez,-101
91143,Virginia Arroyo Valdez,38
91143,Eduardo Ontiveros Suárez,91
91147,,
91147,Luis Noriega Mares,-58
91147,,5
91148,Dolores Godoy Caballero,12
91148,Laura Tejada Fuentes,89
91148,Maricarmen Tejeda Cardona,3
,Víctor Razo Borrego,
91152,Mariana Véliz Verdugo,
91153,José María Arreola Villegas,75
91154,María Cristina Gurule Cisneros,61
91168,Anita Camarillo Zavala,-99
91168,Lilia Negrete Perales,33
91168,,
91168,Dorotea Apodaca Guerra,85
91168,Sta. Timoteo Guardado Márquez,12
91168,Sra. Sofia Arevalo Zaragoza,21
91168,Horacio Chacón Rocha,90
91168,Víctor Jaimes Rico,31
91168,Rosario Cervantes Carrasquillo,25
91168,Felipe Molina Cantú,4
91171,Sta. Alicia Arenas Lemus,-68
91172,,42
91172,,67
,,
91172,Sr. Elsa Alva Tejeda,
91173,,41
91173,,
,,
,,
91174,Marcela Velásquez Hurtado,47
91174,Luis Fernández Torres,41
91174,Sra. José María Tapia Jaramillo,54
91174,Cristobal Niño Raya,-67
91174,Sr. Carlos Esparza Enríquez,23
91174,Sta. Dolores Gurule Báez,20
91174,Sta. Francisco Dueñas Cortés,73
91177,Miguel Cruz Curiel,72
91177,Germán Mejía Coronado,
91177,Carolina Montañez González,101
91178,Jacobo González Barreto,4
91178,Lucia Guzmán Núñez,106
91178,Sta. Vicente Colón Alanis,86
,Sr. Manuel Pacheco Gómez,90
91179,,7
91179,Esperanza Espino Ybarra,61
,Mariana Márquez Gamboa,5
91189,Enrique Arce Cornejo,88
91189,Felipe Morales Feliciano,12
91189,Jesús Urías Navarrete,39
91189,César Serna Pérez,13
91189,Luis Lomeli Agosto,66
91189,Ramiro Villarreal Ordóñez,68
91190,Juana Rico Rendón,82
91190,Gustavo Esquibel Palacios,18
91190,Rosa Rodrígez Treviño,4
91190,Marisol Guerrero Soliz,99
91190,Miguel Ángel Barraza Perea,68
91190,Gloria Rael Amador,71
91190,Vicente Delagarza Vásquez,49
91191,Ana María Vigil Pedroza,-24
,Juan Carlos Adorno Jimínez,-93
91191,Enrique Pedroza Piña,
91192,,106
91192,Pablo Martínez Castañeda,-57
91192,,72
91193,Rafael Niño Treviño,63
91193,Sr. Benjamín Gastélum Escobar,26
91193,Ramona Reyna Puente,5
91193,Víctor Cavazos Alvarado,70
91193,Francisca Enríquez Briseño,77
91193,Guillermina Mateo Riojas,11
91193,Sra. Rubén Montalvo Muro,55
91197,Jacobo Garrido Valencia,
91197,Víctor Riojas Marroquín,7
91197,Gustavo Iglesias Cadena,28
91198,Sra. Elvira Tejada Sierra,34
,Antonia Muñoz Anaya,109
91198,Sr. Fernando Vera Yáñez,17
,Sr. Marcela Montez Bañuelos,102
91205,José Eduardo Pacheco Archuleta,80
91205,Silvia Méndez Zaragoza,39
91205,Hernán Mayorga Montes,44
91206,Sta. Mariano Esparza Limón,76
91206,,9
91206,Gabriela de Anda Rincón,72
91209,Lorena Zamudio Arias,24
91209,Mariano Amador Abeyta,84
91209,Francisca Limón Delgadillo,8
91214,Patricio Henríquez Roque,91
91214,Sta. Ana María Villaseñor Díaz,43
91214,Claudia Perea Bermúdez,-70
91214,Víctor Villegas Lebrón,32
91214,Inés Maestas Ávalos,79
91215,Francisco Esquivel Pedraza,57
91215,,3
,Conchita Loera Arevalo,63
91215,Olivia Rael Benítez,56
91215,Mónica Juárez Delgadillo,95
91222,Sta. Patricio Navarro Gollum,66
91222,Hernán Delgadillo Negrete,38
91223,Daniela Reyes Romero,
91223,María del Carmen Ledesma Saiz,-103
91224,Alberto Vaca Verduzco,21
91224,Sancho Ibarra Navarrete,9
91225,Amalia Alicea Valles,43
91225,Agustín Guajardo Cabrera,4
91226,Francisco Salazar Alaniz,-42
91226,Sra. Mayte Barraza Terrazas,87
91227,Sra. Soledad Zúñiga Pacheco,27
91227,Sra. Luz Aguayo Ochoa,48
91233,,56
91238,Federico Arriaga Alba,84
91238,,100
91238,Carmen Quezada Villa,13
91238,María Teresa Santacruz Sánchez,71
91239,,88
91239,Rocio Flórez Olmos,24
91239,Emilio Corona Juárez,68
91239,Rocio Villanueva Carrera,46
91240,Laura Delapaz Lucero,89
91240,Sra. Julia Valle Calvillo,18
91240,Federico Rivera Figueroa,70
91241,,33
91242,Irene Hernández Suárez,-62
91243,Carlos Uribe Domínquez,17
91243,Daniel de Jesús Hinojosa,84
91243,Ángela Mora Guerra,98
91243,Susana Muro Ceballos,10
91252,Elena Benavides Montenegro,8
91252,Horacio Armendáriz Márquez,36
91252,Martín Camarillo Negrón,64
91253,,97
91255,Lorena Beltrán Alemán,-39
,Sta. Ester Samaniego Casillas,6
91260,Ariadna Solano Anaya,-30
91260,Ernesto Hinojosa Villaseñor,
91261,Berta Gamboa Deleón,57
91261,Jorge García Herrera,82
91261,Sergio Malave Agosto,104
91261,Óscar Valles Prado,106
91262,Ramiro Garrido Guevara,64
91262,Alfredo Saucedo Briseño,26
91262,Sta. Benjamín Jiménez Soria,40
91262,Sra. Alfonso Gómez Páez,45
91263,Carolina Bernal Patiño,56
91263,Mateo Lozada Carreón,81
91263,Sr. César Mesa Chavarría,13
91263,Andrés Sauceda Badillo,65
,Sr. Natalia Solorzano Osorio,16
91264,Bernardo Medrano Peña,-67
91264,Juana Mena Aguayo,21
91264,Cristina Galván Santillán,63
91269,Gilberto Pedroza Medrano,20
91269,Julio Laureano Castro,65
91269,Eva Lozada Gallegos,105
91269,María Teresa Sosa Alanis,12
91271,Sr. Rosa Rascón Henríquez,79
91271,Sergio Gaitán Burgos,76
91271,Gilberto Quiñónez Delgadillo,17
91271,Carla Arellano Garibay,45
91276,Sr. Emilio Naranjo Zapata,34
91276,Mónica Vera Marín,9
91276,Emilio Gil Villarreal,7
91276,Soledad Orta Matías,60
91276,Cristobal Lozano Figueroa,18
91277,,35
91278,Carolina Corona Roldán,
91278,Alfonso Chavarría Solorzano,40
91278,Sra. Federico Valdez Morales,74
91278,Rosa Gaitán Roldán,75
91278,Blanca de Anda González,47
91279,Tomás Montañez Alvarado,-78
,Sr. Miguel Ángel Medina Valdivia,66
91279,Dolores Galván Armendáriz,-35
91283,Eloisa Casárez Sepúlveda,37
91285,Micaela Sepúlveda Dávila,
,Emilia Rocha Delgadillo,33
91287,Juan Carlos Madrigal Canales,29
91337,Sra. Jorge Gollum Rangel,52
91337,Marta Esquibel Rosario,12
91292,Sr. Sergio Vera Crespo,
91292,Patricio Carbajal Valencia,
91295,Carla Viera Almaraz,73
91295,Jorge Romero Paredes,17
91295,Juan Fernández Vallejo,69
91295,Soledad Ávila Robledo,-81
91295,María Godoy Mateo,53
91295,Miguel Cortés Merino,94
91295,Roberto Guevara Quezada,109
91296,Joaquín Lira Leiva,-51
,Raúl Nazario Escalante,53
91299,Bernardo Ibarra Alonzo,91
91299,Sra. Caridad Rodríguez Vega,21
,,
91299,Alfredo Alcántar Barajas,29
91299,Verónica Ledesma Hernández,88
91299,Sta. María Teresa Ceja Mojica,75
91307,,53
91308,,90
91309,Cristian Venegas Mojica,93
91309,,81
,Guillermo Cabrera Valadez,82
91309,Sr. Vicente Quesada Aguilera,62
91309,Irene Segura Pacheco,49
91309,Laura Orellana Correa,61
91316,,13
91317,Carolina Rosas Sotelo,107
91317,Concepción Jurado Ceballos,8
91317,Sr. Marcos Lozano Mascareñas,8
91317,Óscar Vela Ochoa,52
91317,Manuela Romo Mata,
91317,Marisol Cardenas Rangel,98
91317,,71
91317,Miguel Meraz Bétancourt,93
91317,Hugo Hinojosa Ruelas,41
91317,Magdalena Trujillo Curiel,4
91318,Fernando Garibay Benítez,96
91318,Cecilia Almanza Peralta,3
91318,Martín Miranda Palomo,68
,Sr. Blanca Galindo Garica,87
91318,Alfredo Hernandes Duarte,7
,,-104
91318,Sra. Claudia Coronado Sevilla,60
91318,Diego Cotto Peralta,57
91318,,
91318,María Santacruz Limón,50
91319,Sr. Josefina Cruz Puga,
91320,,57
91321,Ariadna Lerma Ulloa,
91321,Ernesto Tafoya Alejandro,89
91321,Rocio Benavides Negrón,5
,Ernesto Samaniego Espinoza,105
91321,Adela Muro Rojo,-76
,Elisa Sauceda Hernández,37
91321,,62
91321,Marco Antonio Tejeda Espino,19
91321,María José Rascón Madera,-103
91321,Jerónimo Narváez Marín,77
91326,José María Bravo Naranjo,78
91326,Elena Elizondo Abreu,82
91326,Alfonso Madrid Piña,37
91326,Sr. Adán Zelaya Raya,84
91332,Miguel Hinojosa Alanis,51
91332,Marta Rojas Domínquez,79
91332,Andrea Echevarría Méndez,51
91332,Manuela Cuellar Raya,38
91332,Alfonso Barragán Valencia,53
91332,Sra. Raquel Alcaraz Olvera,96
91332,,-75
91332,Gabriel Granados Salcedo,92
91336,Luis Miguel Lucero Altamirano,94
91336,José Luis Cedillo Hernández,75
91338,Sra. Ariadna Cortez Delgado,72
91338,,8
91339,Sara Peres Godínez,106
91339,Sra. Isabela Santillán Hernández,92
91343,Sra. Graciela Rivas Rosado,107
91343,,24
91344,Carolina Valadez Urías,24
91344,Ángela Noriega Lara,68
91347,Adán Villanueva Quezada,98
91347,,54
91353,Clara Madrid Hidalgo,46
91353,Jerónimo Godínez Velásquez,60
,Josefina Roque Cisneros,35
,Anita Villaseñor Cazares,97
91353,Diego Amaya Elizondo,109
91353,Rosario Colunga Luna,103
91353,José Emilio Cazares Ontiveros,97
91353,Sr. Guillermo Manzanares Corona,-7
91354,,46
,Magdalena Paredes Caraballo,97
91354,Martín Mascareñas Mercado,-11
91355,Julio César Ramón Bustos,83
91355,Sta. Claudia Espinoza Tijerina,66
91355,Felipe Lira Naranjo,26
91355,Isabela Garza Barragán,7
91355,María Elena Guardado Barreto,91
91355,María Elena Nazario Cedillo,-70
91355,Sr. Eduardo Treviño Cortés,95
91355,Sofia Vargas Sanabria,
91356,Sta. Nicolás Aparicio Patiño,91
91356,Soledad Olivares Soliz,109
91356,Octavio Villareal Sisneros,34
91356,,76
91356,Sta. Teodoro Naranjo Delafuente,53
91356,Rosario Zúñiga Moreno,63
91356,Clara Dueñas Ceja,
91356,Juan Carlos Gurule Urías,27
,Sr. Laura Espinal Rodrígez,51
91359,Sr. Alejandro Olivo Santillán,91
91359,Sra. Marta Olivares Varela,93
91359,José Paredes Rendón,7
91359,Marco Antonio Vázquez Estévez,83
91359,Ramón Sepúlveda Sarabia,21
91359,Margarita Franco Lerma,53
91363,Yolanda Alcaraz Alvarado,-47
,Alicia Lira Villa,77
91363,Sra. Leonor Alvarez Tapia,
91364,Benjamín Arce Raya,37
91364,Sta. Julio César Ávila Benítez,59
91364,Sr. María Cristina Cazares Quezada,68
91364,Julio Grijalva Díaz,105
91364,Claudio Gurule Contreras,23
91364,,39
,Ernesto Colunga Amador,76
91365,Mario Ramón Loya,15
91365,Hernán Ulibarri Ureña,103
91365,Dolores Avilés Escobedo,49
91365,José Emilio Mesa Ocasio,105
91365,José Eduardo Bueno Alejandro,72
91365,Graciela Ochoa Portillo,110
91365,Ana Granado Rolón,26
91372,Alfredo Maya Negrón,-98
,Ana Luisa Guardado Salcido,4
91376,Lourdes Reyes Bueno,
91376,,
91377,Juana Regalado Tapia,-54
91377,,37
91378,Juan Brito Lovato,
91378,Débora Guerra Hidalgo,-84
91379,Mateo Alvarado Holguín,85
91379,Juan Carlos Salas Mejía,
91379,Marta Segovia Lemus,32
91379,José María Almaraz Meléndez,7
91379,Guadalupe Piña Ríos,10
91385,Luisa Cazares Atencio,33
91385,Lucas Rodarte Esquibel,-44
91385,Sra. Joaquín Orta Delarosa,107
91385,Guillermo Barela Villegas,25
,,
91385,Andrea Vergara Reséndez,47
91385,Felipe García Corona,27
91394,Sergio Robles Quezada,97
91394,Eloisa Arroyo Bustos,49
91394,Enrique Orta Zepeda,54
91394,Víctor Molina Santacruz,29
,Sra. Felipe Rentería Becerra,51
91394,Diana Montero Romo,103
91396,Rodrigo Armas Brito,10
91396,Antonio Muñoz Sierra,68
91396,Rodrigo Briones Magaña,
91396,Reina Villarreal Abrego,60
91396,María Soledad Lozada Madrid,33
91396,Gregorio Godínez Tijerina,59
91398,Rosario Delgadillo Samaniego,-77
91405,Cecilia Casillas Pedraza,52
91405,Sta. Eloisa Velásquez Alvarez,59
91405,Gabriel Guardado Delrío,8
91405,,47
91405,Elsa Banda Esquibel,75
91405,Teodoro Vallejo Aranda,44
91405,Andrés Moya Guzmán,57
,Daniel Cardona Menéndez,-60
,,82
91414,Sr. Gerardo Jasso Soliz,52
91414,Ester Camacho Barrera,107
91414,Raquel Rodarte Toro,-21
91414,,36
91414,José Emilio Navarro Saldivar,47
91414,Leonor Santacruz González,78
91414,Ramiro Zamora Duran,96
91415,,69
91415,Eduardo Escamilla García,21
91415,Maricarmen Llamas Arce,76
91415,Rafael Brito Bernal,55
91415,Sta. Esteban Reyna Corral,101
91415,Sra. Juana Solorzano Salcido,6
91415,Juana Vélez Rincón,6
91418,Federico Armijo Garay,-52
91418,Sr. Patricia Vigil Saiz,40
91418,Mayte Lozada Escobedo,66
91418,Sta. Benjamín Berríos Villalobos,18
91418,Lorena Herrera Delgado,14
91418,Carolina Flórez Cerda,41
91418,Lucas Martínez Mejía,73
91418,Sra. Benito Farías Aranda,8
91418,,28
,Sr. Gustavo Olivo Guajardo,87
91419,Alejandra Sáenz Mena,-38
91419,Sra. Eva Rodríguez Reyna,
,Beatriz Treviño Llamas,74
91420,Daniel Cabrera Samaniego,63
91420,,62
91420,Sra. Ana Urbina Cardona,29
91420,Sr. Magdalena Melgar Quiroz,-39
91420,Lucas Razo Menchaca,9
91420,Jorge Delarosa Bahena,33
91420,Dorotea Pagan Caballero,41
,Federico Orozco Adorno,51
91421,Caridad Razo Ávalos,82
,Sra. Virginia Sierra Ozuna,70
91421,Sra. Benito Gonzales Saavedra,103
91421,Sra. Mayte Melgar Alvarado,-15
91421,Octavio Granado Zaragoza,4
91421,Julia Gaytán Ramón,90
91421,Sr. Cristian Pagan Solorzano,92
91421,Elisa Pelayo Rolón,94
91421,Joaquín Carvajal Abeyta,-89
91425,Esteban Castañeda Cisneros,-75
91430,,33
91430,Claudio Chapa Acuña,35
91430,Susana Morales Bernal,28
91430,Juan Carlos Duarte Valentín,73
91430,Sta. Diego Salcedo Ortega,14
91431,Elvira Caraballo Delrío,66
91431,Sra. Andrés Valdivia Rosales,58
91431,Antonio Naranjo Corona,33
91431,Lorenzo Lozada Longoria,97
91431,Víctor Maestas Paredes,87
91432,Irene Ybarra Anaya,9
91432,María Teresa Valencia Baeza,
91432,Guillermo Guevara Niño,76
91432,Francisca Trujillo Caldera,49
91432,Catalina Oquendo Tamayo,28
91433,Estela Mejía Niño,-74
91436,Daniel Pantoja Bahena,
,Eduardo Brito Adame,14
91438,Virginia Casárez Salcido,54
91438,Pablo Parra Lomeli,27
91438,Sr. Emilia Acevedo Vélez,97
91438,Ester Márquez Garay,28
91438,Eloisa Soria Elizondo,90
91439,Berta Fuentes Jaramillo,20
91439,Sta. Lorena Velasco Alicea,79
91439,Rosario Alejandro Sedillo,77
91439,Alfonso Espinoza Alfaro,83
91439,Sra. Lilia Delapaz Navarrete,15
91445,Sra. Ramiro Martínez Padilla,88
91445,Gustavo Castellanos Urrutia,30
91445,Conchita Dueñas Medina,69
91445,Jerónimo Garza Olivares,42
,Martín Almaraz Ozuna,29
91445,,-85
91445,Ricardo Escalante Carreón,70
91451,,79
91451,Margarita Abreu Botello,95
,Esperanza Carmona Leyva,53
91451,Marcos Toledo Chavarría,95
,Andrés Vergara Burgos,51
91451,Teodoro Navarrete Olivárez,41
91451,Lilia Jiménez Romero,22
91451,Luisa Galindo Sanabria,85
91451,Sr. Carlos Acuña Espinal,53
91452,Benjamín Curiel Alcala,101
91452,Elena Sosa Canales,63
91452,José Eduardo Almonte Espino,4
91452,Samuel Lucio Cervantes,80
91452,Isabela Jimínez Gil,30
91452,,100
91452,,
91452,Salvador Osorio Nieto,50
91452,Sr. Clara Villegas Maestas,-49
91453,,
91453,Pilar Robles Delacrúz,72
91453,Magdalena Vélez Valle,62
91453,Ernesto Sáenz Rico,97
91453,Sara Treviño Magaña,
91453,Esteban Pabón Colunga,75
91453,Luisa Colunga Guzmán,107
91453,Luz Collazo Salgado,
91453,Gilberto Benavides Valdez,33
,,
91456,Gerardo Alemán Aranda,16
,Lucas Alcántar Rojas,91
91456,Berta Lira Aparicio,84
91456,Luz Rico Cisneros,19
91456,Marilu Haro Sanches,16
91458,Sra. Elena Castañeda Sandoval,11
91458,Jerónimo Mora Alcaraz,95
,Germán Gil Aparicio,-44
91458,Cristina Zapata Saldaña,107
91458,Dorotea Luna Arevalo,-68
91459,Débora Garica Loya,97
91459,Norma Navarro Valles,-54
91459,Mario Medina Raya,41
91459,Felipe Lozano Escobedo,77
91459,,61
91489,Sr. Ángela Araña de Anda,55
91489,Adriana Rangel Cavazos,
91489,Sra. Lorena Berríos Velázquez,95
91489,Guillermina Alaniz Esquibel,69
91489,José Emilio Alva Delgado,30
91469,Tomás Olivárez Delafuente,78
91469,Isabela Altamirano Cintrón,70
91469,Sr. Rafael Arellano Aragón,
91469,Ramona Corrales Cadena,99
91469,Gerardo Arriaga Aguilera,29
91470,Jorge Luis Rosado Ponce,40
91470,Antonia Tamez Batista,34
91470,,93
91470,Micaela Ceballos Leiva,31
91470,Lilia Arce Atencio,74
,Margarita Valdivia Salcido,-106
91471,,7
91472,Julio Madrid Lucio,104
91472,Martín Véliz Montez,57
91472,Sara Santiago Cornejo,8
91472,,85
91472,Joaquín Tamayo Galarza,10
91475,Marisol Pedroza Apodaca,
91475,Sta. Adela Corrales Treviño,
91475,Adela Rosas Rendón,
,Eduardo Ocampo Luevano,
91476,Gloria Alemán Gonzales,95
91476,María Elena Páez Ocampo,16
91476,Lilia Piña Moya,3
,Bernardo Rascón de Jesús,107
91476,,3
91478,Guillermo Meléndez Magaña,5
91478,Sofia Flórez Cintrón,70
91478,Sr. Carla Partida Rosales,
91478,Diego Bañuelos Montenegro,101
91478,Carlota Jimínez Jaime,104
91478,Rocio Montalvo Segovia,82
91482,Carmen Urías Adame,95
91482,Emilio Centeno Pabón,72
91482,Ana María Arroyo Armenta,64
91482,Gerardo Bonilla Quintana,69
91482,Inés González Pichardo,63
91483,José Emilio de Anda Padilla,53
91483,Diana Delagarza Hinojosa,79
91483,Cristobal Treviño Puga,55
,Berta Zambrano Cortez,43
91483,Julia Adame Farías,24
91484,,26
91488,Luis Miguel Casanova Iglesias,-56
91503,Vicente Ávalos Ruelas,9
91503,Horacio Armendáriz Otero,75
,Alejandro Jasso Zambrano,90
91503,Óscar Valles Salcedo,59
91503,Beatriz Urrutia Escobar,72
91503,David Cordero Olvera,84
91503,Blanca Lucio Palomo,3
,,
,,
91504,Guadalupe Garrido Rentería,
91509,Mónica Jiménez Téllez,44
91509,Andrea Lemus Baeza,32
91509,José Gaytán Malave,19
91509,María Luisa Armendáriz Leiva,31
91509,Rosa Lebrón Soliz,70
91509,Sta. Alicia Carrero Alfaro,88
91509,Diego Barragán Cadena,23
91510,,74
91510,Sara Guzmán Almonte,
91511,Reina Cordero Tovar,97
91511,Cristina Serrato Calvillo,-61
91511,Sr. Irene Nava Baeza,101
91511,Lucas Gracia Córdova,
91511,Laura Longoria Perea,-98
91511,Ana Luisa Marrero Valverde,89
91511,Daniela Bravo Aguayo,60
,Berta Canales Benítez,75
91513,Sra. Carlota Arguello Sandoval,100
91513,Alfonso Torres Pagan,96
91513,Pablo Serrato Godínez,69
91513,César Murillo Villa,30
91513,Esteban Carrasquillo Rubio,47
91513,Gilberto Nevárez Carmona,54
91513,Dorotea Sáenz Muñiz,103
,Vicente Solano Barrientos,100
91517,Marilu Romero Delao,77
91517,Lorena Farías Flórez,67
91517,Daniela Perea Parra,105
91517,,106
91517,Marcela Rosales Reyna,105
91517,Ana Tórrez Alvarado,13
91517,Ángela Sandoval Alvarez,8
91518,Sr. Homero Piña Palomo,
,María Teresa Jaramillo Cadena,71
91519,Sta. Yolanda Negrete Sosa,53
91519,Sr. Caridad Lucero Carrillo,6
91519,Marcela Esquibel Gamboa,85
91519,Josefina Orosco Sauceda,103
91519,Carlos Nevárez Navarrete,87
,María Cristina Páez Rojas,5
91519,Patricio Gamez Mata,105
91520,,60
91520,Patricio Romo Grijalva,12
91520,Sta. Antonio Valenzuela Saldaña,6
91520,María Teresa González Bahena,29
91520,Gonzalo Moreno Mena,107
91520,Daniela Franco Palomo,36
,Sara Ayala Carreón,14
91525,Virginia Rivero Orellana,89
91525,,21
91525,Sr. Fernando Mora Trujillo,101
91525,Timoteo Calvillo Matos,66
91525,Arturo Saavedra Lucio,64
91526,,-15
91527,Rubén Tejeda Alonso,28
91527,Cristian Toro Valles,75
91527,Luz Casillas Holguín,
91527,Lucas Córdova Ballesteros,30
91527,Carmen Cervántez Serrato,5
,,
91564,Sra. José Corona Cedillo,58
91564,María Elena Flórez Vargas,12
91564,Sta. Reina Corral Ortega,86
91564,,11
91564,Micaela Melgar Escobar,50
91564,Claudio Cruz Cervántez,90
91564,Octavio Arredondo Chávez,12
91564,Germán Flores Coronado,
91564,Carlos Rentería Orozco,86
91539,Cristobal Murillo Colunga,-103
91540,,18
,Soledad Becerra Méndez,94
91544,Elena Matos Cabrera,-17
91544,Sra. Julio César Fuentes Trejo,34
91544,Sta. Berta Jurado Saldivar,4
91545,Ester Serrato Delvalle,74
91545,Patricio Arguello Esquivel,34
91545,,94
,,
91548,Daniela Ávila Pacheco,20
91548,Marisol Fierro Loera,103
91548,Rocio Toledo Medrano,46
,Gustavo Pabón Peres,72
,Daniel Carmona Quiñones,67
91554,Sta. Graciela Arguello Correa,49
91554,Sra. Rubén Escobar Hernandes,
91554,Clara Carbajal Valdés,39
91554,Nicolás Maestas Jasso,102
91555,Amalia Santana Rincón,68
91555,Sta. Blanca Botello Sáenz,72
91555,Gonzalo Correa Duran,4
,Sra. Estela Vergara Macías,79
91556,,55
91556,,94
91556,Sta. Leticia Nieves Villareal,25
91556,Clemente Saldivar Saucedo,45
91557,Sr. Carla Quezada Solorio,
,Sra. José Eduardo Bermúdez Pedraza,29
91563,Claudia Rojo Negrón,
,Sr. Juan Esquivel Torres,49
91565,,-6
,Anita Amador Macías,85
91565,,73
91566,,87
,María José Meza Ruelas,11
91570,Pablo Téllez Segovia,100
91570,Juan Carlos Perea Rico,30
91570,Maricarmen Chávez Pelayo,100
91570,Mónica Velásquez Cabrera,74
91570,Rosalia Montez Aguilera,13
91570,Sr. Timoteo Peralta Meza,23
91570,Amalia Curiel Mendoza,46
91570,Ángela Santacruz Arriaga,66
91570,Francisca Ibarra Sevilla,95
91571,,21
,Alfonso Tovar Blanco,103
91572,Juan Carlos Quiroz Munguía,-75
91572,Rocio Olivo Pedroza,
